"No.","Time","Source","Destination","Protocol","Length","Info"
"11","1.933581","192.168.43.150","27.112.79.120","TCP","66","63761  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"12","1.956534","27.112.79.120","192.168.43.150","TCP","66","443  >  63761 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=4 SACK_PERM=1"
"13","1.956830","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"14","1.958527","192.168.43.150","27.112.79.120","TLSv1.3","707","Client Hello"
"15","1.987330","27.112.79.120","192.168.43.150","TCP","54","443  >  63761 [ACK] Seq=1 Ack=654 Win=4852 Len=0"
"16","2.033561","27.112.79.120","192.168.43.150","TLSv1.3","294","Server Hello, Change Cipher Spec, Application Data, Application Data"
"17","2.037022","192.168.43.150","27.112.79.120","TLSv1.3","118","Change Cipher Spec, Application Data"
"18","2.039041","192.168.43.150","27.112.79.120","TLSv1.3","670","Application Data"
"19","2.067042","27.112.79.120","192.168.43.150","TCP","54","443  >  63761 [ACK] Seq=241 Ack=718 Win=4916 Len=0"
"20","2.078678","27.112.79.120","192.168.43.150","TCP","54","443  >  63761 [ACK] Seq=241 Ack=1334 Win=5532 Len=0"
"21","2.094747","27.112.79.120","192.168.43.150","TLSv1.3","325","Application Data"
"22","2.145149","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=512 Win=65280 Len=0"
"23","2.168412","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data"
"24","2.180637","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=1912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"25","2.181088","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=3312 Win=65792 Len=0"
"26","2.181367","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=3312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"27","2.198380","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=4712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"28","2.198762","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=6112 Win=65792 Len=0"
"29","2.209463","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=6112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"30","2.209907","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=7512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"31","2.210072","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=8912 Win=65792 Len=0"
"32","2.210473","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=8912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"33","2.214203","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=10312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"34","2.214699","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=11712 Win=65792 Len=0"
"35","2.214950","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=11712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"36","2.225406","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=13112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"37","2.225885","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=14512 Win=65792 Len=0"
"38","2.236649","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=14512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"39","2.237071","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"40","2.237071","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=17312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"41","2.237208","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=18712 Win=65792 Len=0"
"42","2.237445","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=18712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"43","2.237541","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=20112 Win=65792 Len=0"
"44","2.237672","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=20112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"45","2.250815","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=21512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"46","2.251174","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=22912 Win=65792 Len=0"
"47","2.262512","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=22912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"48","2.268262","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=24312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"49","2.268335","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=25712 Win=65792 Len=0"
"50","2.268629","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=25712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"51","2.268629","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=27112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"52","2.268654","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=28512 Win=65792 Len=0"
"53","2.268865","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=28512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"54","2.269220","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=29912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"55","2.269275","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=31312 Win=65792 Len=0"
"56","2.269454","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=31312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"57","2.278355","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"58","2.278422","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=34112 Win=65792 Len=0"
"59","2.291035","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=34112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"60","2.291035","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=35512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"61","2.291172","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=36912 Win=65792 Len=0"
"62","2.291263","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=36912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"63","2.291263","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=38312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"64","2.291292","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=39712 Win=65792 Len=0"
"65","2.291326","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=39712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"66","2.291353","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=41112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"67","2.291366","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=42512 Win=65792 Len=0"
"68","2.296178","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=42512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"69","2.307552","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=43912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"70","2.307654","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=45312 Win=65792 Len=0"
"71","2.332180","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=45312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"72","2.338309","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=46712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"73","2.338391","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=48112 Win=65792 Len=0"
"74","2.338472","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=48112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"75","2.343996","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"76","2.344077","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=50912 Win=65792 Len=0"
"77","2.372400","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=50912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"78","2.378400","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=52312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"79","2.378400","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=53712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"80","2.378511","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=55112 Win=65792 Len=0"
"81","2.378601","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=55112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"82","2.378634","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=56512 Win=65792 Len=0"
"83","2.378920","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=56512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"84","2.405362","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=57912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"85","2.405448","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=59312 Win=65792 Len=0"
"86","2.405756","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=59312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"87","2.405756","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=60712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"88","2.405793","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=62112 Win=65792 Len=0"
"89","2.406020","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=62112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"90","2.406352","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=63512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"91","2.406376","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=64912 Win=65792 Len=0"
"92","2.417245","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=64912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"93","2.423103","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"94","2.423175","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=67712 Win=65792 Len=0"
"95","2.423351","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=67712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"96","2.435826","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=69112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"97","2.435950","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=70512 Win=65792 Len=0"
"98","2.436051","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=70512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"99","2.436288","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=71912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"100","2.436344","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=73312 Win=65792 Len=0"
"101","2.447286","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=73312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"102","2.453362","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=74712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"103","2.453482","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=76112 Win=65792 Len=0"
"104","2.453579","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=76112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"105","2.454626","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=77512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"106","2.454711","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=78912 Win=65792 Len=0"
"107","2.459160","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=78912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"108","2.496402","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=80312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"109","2.496489","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=81712 Win=65792 Len=0"
"110","2.508675","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"111","2.508926","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=83112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"112","2.508972","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=84512 Win=65792 Len=0"
"113","2.514419","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=84512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"114","2.514419","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=85912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"115","2.514503","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=87312 Win=65792 Len=0"
"116","2.514590","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=87312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"117","2.514949","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=88712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"118","2.515011","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=90112 Win=65792 Len=0"
"119","2.515183","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=90112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"120","2.523176","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=91512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"121","2.523251","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=92912 Win=65792 Len=0"
"122","2.535525","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=92912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"123","2.535857","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=94312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"124","2.535928","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=95712 Win=65792 Len=0"
"125","2.550219","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=95712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"126","2.562339","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=97112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"127","2.562453","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=98512 Win=65792 Len=0"
"128","2.562542","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"129","2.562862","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=99912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"130","2.562923","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=101312 Win=65792 Len=0"
"131","2.577434","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=101312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"132","2.583308","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=102712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"133","2.583366","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=104112 Win=65792 Len=0"
"134","2.595555","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=104112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"135","2.595799","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=105512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"136","2.595827","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=106912 Win=65792 Len=0"
"137","2.596076","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=106912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"138","2.607601","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=108312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"139","2.607737","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=109712 Win=65792 Len=0"
"140","2.613004","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=109712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"141","2.613258","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=111112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"142","2.613300","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=112512 Win=65792 Len=0"
"143","2.613529","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=112512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"144","2.632772","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=113912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"145","2.633120","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=115312 Win=65792 Len=0"
"146","2.638969","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"147","2.638969","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=116712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"148","2.639320","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=118112 Win=65792 Len=0"
"149","2.639573","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=118112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"150","2.639721","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=119512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"151","2.639807","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=120912 Win=65792 Len=0"
"152","2.770405","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=120912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"153","2.797385","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=122312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"154","2.797497","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=123712 Win=65792 Len=0"
"155","2.853933","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=123712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"156","2.864931","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=125112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"157","2.865276","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=126512 Win=65792 Len=0"
"158","2.865592","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=126512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"159","2.865753","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=127912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"160","2.865841","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=129312 Win=65792 Len=0"
"161","2.865975","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=129312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"162","2.879913","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=130712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"163","2.880251","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=132112 Win=65792 Len=0"
"164","2.893045","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"165","2.905162","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=133512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"166","2.905378","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=134912 Win=65792 Len=0"
"167","2.917352","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=134912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"168","2.933333","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=136312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"169","2.933418","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=137712 Win=65792 Len=0"
"170","2.944663","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=137712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"171","2.944912","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=139112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"172","2.944931","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=140512 Win=65792 Len=0"
"173","2.945182","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=140512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"174","2.960439","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=141912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"175","2.960546","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=143312 Win=65792 Len=0"
"176","2.972362","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=143312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"177","2.978363","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=144712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"178","2.978448","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=146112 Win=65792 Len=0"
"179","2.978586","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=146112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"180","2.988861","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"181","2.989073","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=148912 Win=65792 Len=0"
"182","3.002817","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=148912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"183","3.002911","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=150312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"184","3.002933","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=151712 Win=65792 Len=0"
"185","3.007004","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=151712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"186","3.051721","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=153112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"187","3.051721","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=154512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
