"No.","Time","Source","Destination","Protocol","Length","Info"
"6237","41.214147","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5713912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6238","41.214219","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5715312 Win=65792 Len=0"
"6239","41.214745","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5715312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6240","41.214745","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5716712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6241","41.214814","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5718112 Win=65792 Len=0"
"6242","41.214890","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5718112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6243","41.214920","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5719512 Win=65792 Len=0"
"6244","41.215207","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5719512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6245","41.215327","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5720912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6246","41.215350","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5722312 Win=65792 Len=0"
"6247","41.221534","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5722312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6248","41.221534","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5723712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6249","41.221534","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5725112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6250","41.221725","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5726512 Win=65792 Len=0"
"6251","41.221827","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"6252","41.221840","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5727912 Win=65792 Len=0"
"6253","41.221994","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5727912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6254","41.222224","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5729312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6255","41.222247","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5730712 Win=65792 Len=0"
"6256","41.225011","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5730712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6257","41.232231","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5732112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6258","41.232295","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5733512 Win=65792 Len=0"
"6259","41.237777","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5733512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6260","41.245397","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5734912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6261","41.245397","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5736312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6262","41.245397","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5737712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6263","41.245473","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5739112 Win=65792 Len=0"
"6264","41.245811","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5739112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6265","41.245811","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5740512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6266","41.245874","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5741912 Win=65792 Len=0"
"6267","41.246036","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"6268","41.246357","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5743312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6269","41.246416","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5744712 Win=65792 Len=0"
"6270","41.273240","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5744712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6271","41.285803","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5746112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6272","41.285803","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5747512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6273","41.285803","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5748912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6274","41.286172","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5750312 Win=65792 Len=0"
"6275","41.286507","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5750312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6276","41.286507","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5751712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6277","41.286656","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5753112 Win=65792 Len=0"
"6278","41.286815","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5753112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6279","41.286959","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5754512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6280","41.287087","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5755912 Win=65792 Len=0"
"6281","41.292324","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5755912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6282","41.305155","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5757312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6283","41.305155","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"6284","41.305495","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5760112 Win=65792 Len=0"
"6285","41.305799","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5760112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6286","41.305937","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5761512 Win=65792 Len=0"
"6287","41.306135","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5761512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6288","41.320577","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5762912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6289","41.320896","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5764312 Win=65792 Len=0"
"6290","41.333020","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5764312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6291","41.333361","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5765712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6292","41.333496","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5767112 Win=65792 Len=0"
"6293","41.347433","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5767112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6294","41.359183","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5768512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6295","41.359508","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5769912 Win=65792 Len=0"
"6296","41.359782","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5769912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6297","41.359963","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5771312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6298","41.360071","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5772712 Win=65792 Len=0"
"6299","41.365271","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5772712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6300","41.365565","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5774112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6301","41.365641","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5775512 Win=65792 Len=0"
"6302","41.365799","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"6303","41.383406","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5776912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6304","41.383500","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5778312 Win=65792 Len=0"
"6305","41.395150","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5778312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6306","41.395761","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5779712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6307","41.395761","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5781112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6308","41.395761","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5782512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6309","41.395831","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5783912 Win=65792 Len=0"
"6310","41.396180","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5783912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6311","41.396180","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5785312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6312","41.396241","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5786712 Win=65792 Len=0"
"6313","41.396458","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5786712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6314","41.396796","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5788112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6315","41.396817","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5789512 Win=65792 Len=0"
"6316","41.413306","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5789512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6317","41.425789","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"6318","41.425849","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5792312 Win=65792 Len=0"
"6319","41.426261","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5792312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6320","41.426294","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5793712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6321","41.426306","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5795112 Win=65792 Len=0"
"6322","41.426565","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5795112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6323","41.458238","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5796512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6324","41.458341","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5797912 Win=65792 Len=0"
"6325","41.470274","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5797912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6326","41.470870","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5799312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6327","41.470870","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5800712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6328","41.470870","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5802112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6329","41.470902","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5803512 Win=65792 Len=0"
"6330","41.471109","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5803512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6331","41.471388","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5804912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6332","41.471412","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5806312 Win=65792 Len=0"
"6333","41.471690","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5806312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6334","41.485659","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"6335","41.485824","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5809112 Win=65792 Len=0"
"6336","41.497327","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5809112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6337","41.497675","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5810512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6338","41.497738","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5811912 Win=65792 Len=0"
"6339","41.513446","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5811912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6340","41.525091","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5813312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6341","41.525219","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5814712 Win=65792 Len=0"
"6342","41.525550","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5814712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6343","41.525550","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5816112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6344","41.525612","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5817512 Win=65792 Len=0"
"6345","41.525688","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5817512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6346","41.526019","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5818912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6347","41.526040","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5820312 Win=65792 Len=0"
"6348","41.540234","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5820312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6349","41.552422","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5821712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6350","41.552422","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5823112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6351","41.552545","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5824512 Win=65792 Len=0"
"6352","41.552642","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"6353","41.552668","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5825912 Win=65792 Len=0"
"6354","41.552933","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5825912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6355","41.553141","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5827312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6356","41.553163","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5828712 Win=65792 Len=0"
"6357","41.569148","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5828712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6358","41.580541","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5830112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6359","41.580541","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5831512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6360","41.580870","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5832912 Win=65792 Len=0"
"6361","41.581141","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5832912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6362","41.581284","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5834312 Win=65792 Len=0"
"6363","41.581425","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5834312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6364","41.581540","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5835712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6365","41.581625","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5837112 Win=65792 Len=0"
"6366","41.595676","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5837112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6367","41.623604","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5838512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6368","41.623929","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5839912 Win=65792 Len=0"
"6369","41.635891","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5839912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6370","41.691316","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5841312 Win=65792 Len=0"
"6371","41.883850","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"6372","41.895589","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5842712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6373","41.895687","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5844112 Win=65792 Len=0"
"6374","41.896008","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5844112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6375","41.896008","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5845512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6376","41.896070","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5846912 Win=65792 Len=0"
"6377","41.896270","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5846912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6378","41.896529","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5848312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6379","41.896551","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5849712 Win=65792 Len=0"
"6380","41.896778","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5849712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6381","41.910421","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5851112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6382","41.910514","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5852512 Win=65792 Len=0"
"6383","41.922759","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5852512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6384","41.940229","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5853912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6385","41.940311","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5855312 Win=65792 Len=0"
"6386","41.950875","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5855312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6387","41.950962","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
"6388","41.950998","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5858112 Win=65792 Len=0"
"6389","41.951066","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5858112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6390","42.003952","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5859512 Win=65792 Len=0"
"6391","42.061603","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5859512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6393","42.096631","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5860912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6394","42.096697","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5862312 Win=65792 Len=0"
"6395","42.096891","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5862312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6397","42.116639","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5863712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6398","42.116741","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5865112 Win=65792 Len=0"
"6399","42.128715","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5865112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6400","42.128961","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5866512 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6401","42.129011","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5867912 Win=65792 Len=0"
"6402","42.129241","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5867912 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6403","42.177715","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5869312 Win=65792 Len=0"
"6404","42.246439","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5869312 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6405","42.273273","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [ACK] Seq=5870712 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6406","42.273396","192.168.43.150","27.112.79.120","TCP","54","63761  >  443 [ACK] Seq=1334 Ack=5872112 Win=65792 Len=0"
"6407","42.285513","27.112.79.120","192.168.43.150","TCP","1454","443  >  63761 [PSH, ACK] Seq=5872112 Ack=1334 Win=5532 Len=1400 [TCP segment of a reassembled PDU]"
"6408","42.285752","27.112.79.120","192.168.43.150","TLSv1.3","1454","Application Data [TCP segment of a reassembled PDU]"
